region_1,mean_region_1
Shenandoah Valley (CA),29.17142857142857
Short Hills Bench,39.0
Sicilia,23.739663093415007
Sierra Foothills,27.933333333333334
Sierra Pelona Valley,35.0
Sierra de Salamanca,20.166666666666668
Similkameen Valley,37.5
Siracusa,30.0
Snipes Mountain,36.38775510204081
Soave,17.636363636363637
Soave Classico,22.048387096774192
Soave Classico Superiore,30.071428571428573
Soave Colli Scaligeri,23.0
Soave Superiore,23.833333333333332
Solano County,27.642857142857142
Solano County Green Valley,27.333333333333332
Somontano,19.317460317460316
Sonoita,23.0
Sonoma,22.5
Sonoma Coast,39.89586410635155
Sonoma County,27.84285714285714
Sonoma County-Lake County,28.666666666666668
Sonoma County-Monterey County,20.0
Sonoma County-Monterey County-Napa County,19.0
Sonoma County-Monterey County-Santa Barbara County,25.333333333333332
Sonoma County-Napa County,33.77777777777778
Sonoma County-San Joaquin County,21.666666666666668
Sonoma County-Santa Barbara County,21.0
Sonoma Mountain,37.568
Sonoma Valley,35.43425605536332
Sonoma-Mendocino,15.0
Sonoma-Napa,47.666666666666664
Sonoma-Napa-Lake,27.0
Sonoma-Napa-Mendocino,29.0
Sonoma-Napa-Monterey,30.0
Sonoma-Santa Barbara-Mendocino,19.0
South Australia,20.02158273381295
South Coast,29.865384615384617
South Eastern Australia,18.31122448979592
Southeastern New England,22.0
Southern Fleurieu,40.5
Southern Flinders Ranges,26.0
Southern Highlands,27.0
Southern Oregon,26.61320754716981
Sovana,23.0
Spain,20.62
Spring Mountain District,44.40659340659341
Squinzano,18.0
St. David's Bench,27.666666666666668
St. Helena,41.64779874213836
St.-Romain,43.0
Sta. Rita Hills,40.73960612691466
Stags Leap District,55.888888888888886
Strathbogie Ranges,24.666666666666668
Suisun Valley,31.571428571428573
Swan Creek,21.818181818181817
Swan Hill,20.0
Taburno,19.818181818181817
Tarantino,23.0
Tarragona,40.0
Tasmania,40.5
Taurasi,43.15909090909091
Tavel,24.17948717948718
Tehama County,30.0
Temecula,33.54545454545455
Temecula Valley,36.30344827586207
Templeton Gap District,39.74193548387097
Teroldego Rotaliano,25.333333333333332
Terra Alta,21.224137931034484
Terra degli Osci,22.8
Terrasses du Larzac,22.0
Terrazze Retiche di Sondrio,33.0
Terre Siciliane,18.679012345679013
Terre del Volturno,31.61111111111111
Terre di Chieti,18.52173913043478
Terre di Franciacorta,68.0
Texas,19.508474576271187
Texas High Plains,20.1875
Texoma,17.0
"The Hamptons, Long Island",29.4
Tierra de Castilla,13.75
Tierra de León,28.0
Tierra del Viños de Zamora,35.333333333333336
Toledo,13.0
Torgiano,21.666666666666668
Torgiano Rosso Riserva,28.0
Toro,27.49375
Toscana,36.69090909090909
Touraine,17.464788732394368
Trebbiano d'Abruzzo,17.38888888888889
Trentino,21.12087912087912
Trentino Superiore,29.0
Trento,35.388888888888886
Tulum Valley,14.555555555555555
Tumbarumba,19.0
Tuolumne County,28.4
Tupungato,20.96987951807229
Uclés,15.636363636363637
Uco Valley,21.72685185185185
Umbria,22.723684210526315
Umpqua Valley,26.233009708737864
Utiel-Requena,15.880952380952381
Vacqueyras,33.31578947368421
Val de Loire,13.612903225806452
Val di Cornia Suvereto,49.214285714285715
Val di Neto,34.833333333333336
Valdadige,20.8
Valdeorras,24.76595744680851
Valdepeñas,17.63157894736842
Valdobbiadene Prosecco Superiore,31.30674846625767
Valdobbiadene Superiore di Cartizze,36.81818181818182
Valencia,18.892857142857142
Valle d'Aosta,26.8
Valle de Uco,24.17910447761194
Valli di Porto Pino,35.5
Vallée du Paradis,26.0
Valpolicella,19.14814814814815
Valpolicella Classico,17.3
Valpolicella Classico Superiore,29.977272727272727
Valpolicella Classico Superiore Ripasso,28.037593984962406
Valpolicella Ripasso,24.38095238095238
Valpolicella Ripasso Classico,27.0
Valpolicella Ripasso Valpantena,24.0
Valpolicella Ripasso Valpantena Superiore,30.0
Valpolicella Superiore,30.387096774193548
Valpolicella Superiore Ripasso,28.714285714285715
Valpolicella Valpantena,25.0
Valtellina,25.4
Valtellina Superiore,38.19047619047619
Valtènesi,15.0
Var,13.375
Veneto,26.585585585585587
Veneto Orientale,17.25
Venezia,16.833333333333332
Venezia Giulia,25.055555555555557
Venezie,17.0
Ventoux,24.291666666666668
Ventura County,17.0
Verdicchio dei Castelli di Jesi,19.42105263157895
Verdicchio dei Castelli di Jesi Classico,23.44
Verdicchio dei Castelli di Jesi Classico Superiore,24.327868852459016
Verdicchio di Matelica,23.583333333333332
Vermentino di Gallura,24.357142857142858
Vermentino di Sardegna,24.025
Vermont,34.333333333333336
Vernaccia di San Gimignano,21.252100840336134
Veronese,30.041666666666668
Vesuvio,25.0
Vi de la Terra Illes Balears,38.333333333333336
Vi de la Terra Mallorca,30.454545454545453
Victoria,24.1
Vigneti delle Dolomiti,21.704918032786885
Vin Doux Naturel Rasteau,37.0
Vin Mousseux,25.523809523809526
Vin Santo del Chianti Classico,43.0
Vin Santo del Chianti Rufina,43.5
Vin de France,13.103139013452914
Vin de Liqueur,28.4
Vin de Pays Cité de Carcassonne,12.666666666666666
Vin de Pays Var,24.75
Vin de Pays d'Oc,17.943181818181817
Vin de Pays de France,17.0
Vin de Pays de L'Aude,15.333333333333334
Vin de Pays de L'Herault,19.0
Vin de Pays de Montferrand,27.0
Vin de Pays de Vaucluse,19.666666666666668
Vin de Pays de l'Ile de Beauté,14.5
Vin de Pays de la Méditerranée,20.0
Vin de Pays des Alpilles,27.0
Vin de Pays des Coteaux de Bessilles,21.0
Vin de Pays des Cévennes,20.0
Vin de Pays des Côtes Catalanes,17.6
Vin de Pays des Côtes de Gascogne,18.291666666666668
Vin de Pays des Maures,16.0
Vin de Pays des Portes de Méditerranée,24.5
Vin de Pays du Comté Tolosan,17.0
Vin de Pays du Gard,24.0
Vin de Pays du Jardin de la France,18.0
Vin de Pays du Lot,17.333333333333332
Vin de Pays du Val de Cesse,26.0
Vin de Pays du Val de Loire,16.4
Vin de Savoie,16.9
Vin de Table Francais,19.0
Vino Nobile di Montepulciano,36.85990338164251
Vino Spumante,39.08064516129032
Vino da Tavola,35.4
Vino de Calidad de Tierras de León,42.0
Vino de Calidad de Valtiendas,34.0
Vino de Mesa,27.5
Vino de la Tierra Altiplano de Sierra Nevada,25.5
Vino de la Tierra Contraviesa Alpujarra,19.0
Vino de la Tierra Ribera del Gállego-Cinco Villas,17.0
Vino de la Tierra de Castelló,17.75
Vino de la Tierra de Castilla,15.033149171270718
Vino de la Tierra de Castilla y León,22.855555555555554
Vino de la Tierra de Cádiz,35.666666666666664
Vino de la Tierra del Bajo Aragón,16.0
Vinos de Madrid,24.428571428571427
Virginia,23.234215885947048
Virginia's Eastern Shore,18.0
Viré-Clessé,23.756756756756758
Vista Flores,17.941176470588236
Vittoria,23.529411764705884
Vittoria Frappato,26.833333333333332
Volnay,51.70967741935484
Vosne-Romanée,56.785714285714285
Vougeot,56.0
Vouvray,24.529411764705884
Wahluke Slope,33.00303951367781
Walla Walla Valley (OR),42.27710843373494
Walla Walla Valley (WA),39.016806722689076
Washington,26.718346253229974
Western Australia,28.035714285714285
Western Connecticut Highlands,22.666666666666668
Western Plains,32.5
Willamette Valley,32.69163602941177
Wrattonbully,33.0
Yadkin Valley,19.0
Yakima Valley,29.792873051224944
Yamhill County,58.0
Yarra Valley,32.25925925925926
Yecla,19.142857142857142
Yolo County,21.682926829268293
York Mountain,40.333333333333336
Yorkville Highlands,35.2027027027027
Yountville,41.52173913043478
Zonda Valley,21.0
