title,winery,millesime,designation,variety,country,province,region_1,region_2,price,points,description,taster_name,taster_twitter_handle,clean
Jean-Luc and Paul Aegerter 2018 Les Rugiens Premier Cru  (Pommard),Jean-Luc and Paul Aegerter,2018.0,Les Rugiens Premier Cru,Pinot Noir,France,Burgundy,Pommard,,89.0,91,"The wine is firm and structured while still having fresh juicy fruitiness. Wood and fruit tannins give a dense core of dryness, leaving the acidity and red berry fruits still developing. From one of the best Premier Crus in Pommard, this will be best drunk after 2022.",Roger Voss,@vossroger,wine firm structure still fresh juicy fruitiness wood fruit tannin give dense core dryness leave acidity red berry fruit still develop one good premier crus pommard well drunk 2022
Jean-Luc and Paul Aegerter 2018  Vosne-Romanée,Jean-Luc and Paul Aegerter,2018.0,,Pinot Noir,France,Burgundy,Vosne-Romanée,,,91,"Richly juicy, this offers a combination of ripe red and black fruits and dark, dense tannins. It's a solid, complex wine with a strong sense of minerality as well as opulent fruitiness. Drink this potentially delicious wine from 2021.",Roger Voss,@vossroger,richly juicy offer combination ripe red black fruit dark dense tannin solid complex wine strong sense minerality well opulent fruitiness drink potentially delicious wine 2021
La Chablisienne 2018 Côte de Lechet Premier Cru  (Chablis),La Chablisienne,2018.0,Côte de Lechet Premier Cru,Chardonnay,France,Burgundy,Chablis,,35.0,91,"The cool Côte de Lechet, facing north, produces a classically steely Chablis. This is still young, very tight and nervy, its acidity prominent even though the texture is ripe. Aging will bring balance between the crisp character and the richer green and white fruits. Drink from 2022.",Roger Voss,@vossroger,cool côte de lechet face north produce classically steely chabli still young tight nervy acidity prominent even though texture ripe aging bring balance crisp character rich green white fruit drink 2022
Nuiton-Beaunoy 2017 Clos du Chapitre Premier Cru  (Gevrey-Chambertin),Nuiton-Beaunoy,2017.0,Clos du Chapitre Premier Cru,Pinot Noir,France,Burgundy,Gevrey-Chambertin,,,90,"The two-acre Clos du Chapitre vineyard is in the center of the Gevrey-Chambertin village. The wine is rich, full-bodied, full of red fruits, dark cherries and a rounded, perfumed character. It's powerful with its firm structure and complex balance between fruit and acidity. Drink from 2021.",Roger Voss,@vossroger,twoacre clos du chapitre vineyard center gevreychambertin village wine rich fullbodie full red fruit dark cherry round perfumed character powerful firm structure complex balance fruit acidity drink 2021
Chanson Père et Fils 2021  Savigny-lès-Beaune,Chanson Père et Fils,2021.0,,Pinot Noir,France,Burgundy,Savigny-lès-Beaune,,30.0,92,"Structured and dense with tannins, this is a big wine with a big future. Its black fruits, acidity and solid texture all point to its weight and richness. It is going to be a rich fruity wine. But wait until 2023.",Roger Voss,@vossroger,structure dense tannin big wine big future black fruit acidity solid texture point weight richness go rich fruity wine wait 2023
Domaine de Suremain 2021 Les Crêts Premier Cru  (Mercurey),Domaine de Suremain,2021.0,Les Crêts Premier Cru,Pinot Noir,France,Burgundy,Mercurey,,32.0,92,"The Suremain family winery in the main street of Mercurey has cellars going back to the 17th century. This wood-aged wine will have been kept here, where it has developed into a structured and firm wine, full of dry tannins as well as ripe red-berry fruits. Drink from 2023.",Roger Voss,@vossroger,suremain family winery main street mercurey cellar go back 17th century woodage wine keep develop structured firm wine full dry tannin well ripe redberry fruit drink 2023
Domaine Pascal et Mireille Renaud 2020 Aux Bouthières  (Pouilly-Fuissé),Domaine Pascal et Mireille Renaud,2020.0,Aux Bouthières,Chardonnay,France,Burgundy,Pouilly-Fuissé,,35.0,92,"Produced from 100-year-old vines, this wine has been aged for nearly three years and has lost its intense fruitiness. Wood and spice flavors are present along with a perfumed intensity and toastiness. Drink this wine now.",Roger Voss,@vossroger,produce 100yearold vine wine age nearly three year lose intense fruitiness wood spice flavor present along perfumed intensity toastiness drink wine
Château de Santenay 2021  Gevrey-Chambertin,Château de Santenay,2021.0,,Pinot Noir,France,Burgundy,Gevrey-Chambertin,,45.0,92,This is a generous wine with fine potential. Its rich red fruits and acidity are contrasted with dense tannins and spice from the wood aging. It will be slow but sure to develop into a delicious wine. Drink from 2021.,Roger Voss,@vossroger,generous wine fine potential rich red fruit acidity contrast dense tannin spice wood age slow sure develop delicious wine drink 2021
Château des Rontets 2021 Clos Varambon  (Pouilly-Fuissé),Château des Rontets,2021.0,Clos Varambon,Chardonnay,France,Burgundy,Pouilly-Fuissé,,,92,"This wine is pure apricot fruitiness, giving it acidity as well as the warmth that comes from the year. It also delivers balance and a delicious, refreshing character. The wine is ready to drink.",Roger Voss,@vossroger,wine pure apricot fruitiness give acidity well warmth come year also deliver balance delicious refreshing character wine ready drink
Domaine Ferret 2021 Le Clos  (Pouilly-Fuissé),Domaine Ferret,2021.0,Le Clos,Chardonnay,France,Burgundy,Pouilly-Fuissé,,35.0,92,"Ripe tropical fruits star in this opulent, bold wine. The acidity is there, just enough to give this rich wine the support it needs. It is a complete wine—ripe and spicy, just give it some more time. Drink from 2022.",Roger Voss,@vossroger,ripe tropical fruit star opulent bold wine acidity enough give rich wine support need complete wine — ripe spicy give time drink 2022
Domaine Ferret 2021  Pouilly-Fuissé,Domaine Ferret,2021.0,,Chardonnay,France,Burgundy,Pouilly-Fuissé,,31.0,92,"Fresh fruit aromas are a delicious part of this crisp, fruity wine. It is well balanced, with lively acidity sharing the stage with the ripe pear and pineapple flavors. It's ready to drink now.",Roger Voss,@vossroger,fresh fruit aroma delicious part crisp fruity wine well balanced lively acidity sharing stage ripe pear pineapple flavor ready drink
Domaine Rossignol-Février Père et Fils 2021 Les Angles Premier Cru  (Volnay),Domaine Rossignol-Février Père et Fils,2021.0,Les Angles Premier Cru,Pinot Noir,France,Burgundy,Volnay,,59.0,92,"Fruity and with plenty of acidity, this is a crisp wine, still exposing the tight mineral texture. The red-currant and raspberry fruits are prominent, shot through with acidity. Drink from 2023.",Roger Voss,@vossroger,fruity plenty acidity crisp wine still expose tight mineral texture redcurrant raspberry fruit prominent shot acidity drink 2023
Manuel Olivier 2014 Vieilles Vignes  (Hautes Côtes de Nuits),Manuel Olivier,2014.0,Vieilles Vignes,Pinot Noir,France,Burgundy,Hautes Côtes de Nuits,,23.0,85,"There is a depth of flavor and concentration from low-yield old vines. The style gives raspberry flavors and acidity, with a light tannic character.",Roger Voss,@vossroger,depth flavor concentration lowyield old vine style give raspberry flavor acidity light tannic character
Roche de Bellene 2020 Champeaux Premier Cru  (Gevrey-Chambertin),Roche de Bellene,2020.0,Champeaux Premier Cru,Pinot Noir,France,Burgundy,Gevrey-Chambertin,,75.0,93,"The wine comes from a parcel that is less than an acre. Vines aged for 45 years on average have created a structured, concentrated wine with powerful tannins and dark, black fruits. It is a wine for serious aging, It's unlikely to be ready before 2024.",Roger Voss,@vossroger,wine comes parcel less acre vine age 45 year average create structure concentrate wine powerful tannin dark black fruit wine serious age unlikely ready 2024
Domaine Julie Belland 2020 Morgeot Premier Cru  (Chassagne-Montrachet),Domaine Julie Belland,2020.0,Morgeot Premier Cru,Chardonnay,France,Burgundy,Chassagne-Montrachet,,52.0,93,"Daughter of Roger Belland, Julie has taken over and changed the name of this estate. Based in Santenay, they also have vines in other appellations. This wine, for instance, is rich and structured with just the right amount of wood aging. It has vanilla, spice and great acidity from the citrus and apple fruits. The wine is still young and will be best from 2022.",Roger Voss,@vossroger,daughter roger belland julie take change name estate base santenay also vine appellation wine instance rich structure right amount wood age vanilla spice great acidity citrus apple fruit wine still young good 2022
Domaines Devillard 2020 Château de Chamirey Champs Martin Premier Cru  (Mercurey),Domaines Devillard,2020.0,Château de Chamirey Champs Martin Premier Cru,Pinot Noir,France,Burgundy,Mercurey,,41.0,93,"In an impressive line up of Premier Crus from Mercurey, this is the most structured. With dark dry tannins and a firm structure it has considerable potential for aging. The rich black fruits are still developing, filling the wine with fine perfumes and juicy acidity. The wine needs to wait, drink from 2024.",Roger Voss,@vossroger,impressive line premier crus mercurey structure dark dry tannin firm structure considerable potential age rich black fruit still develop fill wine fine perfume juicy acidity wine need wait drink 2024
Domaines Devillard 2020 Domaine des Perdrix Les Terres Blanches Premier Cru  (Nuits-St.-Georges),Domaines Devillard,2020.0,Domaine des Perdrix Les Terres Blanches Premier Cru,Pinot Noir,France,Burgundy,Nuits-St.-Georges,,60.0,93,"This is a small Premier Cru of two acres higher up the slope from the main line of Premier Cru vineyards. That gives it a cool mineral character as well as crisp red fruits. The tannins are solid, concentrated and are still driving the fruits. The wine needs to fill out, so don't drink before 2022.",Roger Voss,@vossroger,small premier cru two acre high slope main line premier cru vineyard give cool mineral character well crisp red fruit tannin solid concentrated still drive fruit wine need fill do not drink 2022
Pascal Bouchard 2021 Les Vieilles Vignes Fourchaume Premier Cru  (Chablis),Pascal Bouchard,2021.0,Les Vieilles Vignes Fourchaume Premier Cru,Chardonnay,France,Burgundy,Chablis,,,93,"This is a young, beautifully fruity wine. Lemon and lime chase ripe yellow fruits and pears that are all lifted by spice and acidity. It is perfumed, rich and concentrated from the old vines. The aftertaste is mineral and tight. Drink from 2024.",Roger Voss,@vossroger,young beautifully fruity wine lemon lime chase ripe yellow fruit pear lift spice acidity perfume rich concentrate old vine aftertaste mineral tight drink 2024
Pierre Chardigny 2021 Vieilles Vignes  (Saint-Véran),Pierre Chardigny,2021.0,Vieilles Vignes,Chardonnay,France,Burgundy,Saint-Véran,,10.0,82,Lemon-jelly aromas give this a strange character. The fruit reflects the same artificial flavor. It is hard to see where it is going.,Roger Voss,@vossroger,lemonjelly aromas give strange character fruit reflect artificial flavor hard see go
Manuel Olivier 2013 Vieilles Vignes  (Bourgogne Aligoté),Manuel Olivier,2013.0,Vieilles Vignes,Aligoté,France,Burgundy,Bourgogne Aligoté,,30.0,88,"A lively, impressively fresh Aligoté, packed with green and citrus fruits, bubbling with bright vivacity.",Roger Voss,@vossroger,lively impressively fresh aligoté pack green citrus fruit bubble bright vivacity
Roux Père et Fils 2012 Beauregard Premier Cru  (Santenay),Roux Père et Fils,2012.0,Beauregard Premier Cru,Pinot Noir,France,Burgundy,Santenay,,,88,"There is a firm structure here underpinning the sweet, ripe strawberry flavors. The wine offers freshness from its berry acidity along with a final tight core of tannins. Age for 2–3 years.",Roger Voss,@vossroger,firm structure underpin sweet ripe strawberry flavor wine offer freshness berry acidity along final tight core tannin age 2–3 year
Roux Père et Fils 2013 La Chatenière Premier Cru  (Saint-Aubin),Roux Père et Fils,2013.0,La Chatenière Premier Cru,Chardonnay,France,Burgundy,Saint-Aubin,,,88,"Ripe, soft and creamy, with yellow fruits, fresh acidity and a hint of toast. The wine is full, textured with pear skins, with a strong citrus element.",Roger Voss,@vossroger,ripe soft creamy yellow fruit fresh acidity hint toast wine full textured pear skin strong citrus element
Morey-Blanc 2013  Auxey-Duresses,Morey-Blanc,2013.0,,Chardonnay,France,Burgundy,Auxey-Duresses,,58.0,88,"There is plenty of wood here, quite a dominant feature. The fruit comes behind, showing bright ripe white fruits and a hint of apricot. The wood spice, though, has the last word.",Roger Voss,@vossroger,plenty wood quite dominant feature fruit come behind show bright ripe white fruit hint apricot wood spice though last word
Albert Bichot 2013 Domaine du Pavillon Clos des Ursulines  (Pommard),Albert Bichot,2013.0,Domaine du Pavillon Clos des Ursulines,Pinot Noir,France,Burgundy,Pommard,,,88,"Fine, solidly textured wine that has some depth of red fruit flavors as well as some sweetness. The tannin edge is on the dry side, with some obvious toast character, giving a wine that needs 2–3 years aging.",Roger Voss,@vossroger,fine solidly textured wine depth red fruit flavor well sweetness tannin edge dry side obvious toast character give wine need 2–3 year age
Bouchard Père & Fils 2013 Marconnets Premier Cru  (Beaune),Bouchard Père & Fils,2013.0,Marconnets Premier Cru,Pinot Noir,France,Burgundy,Beaune,,54.0,88,"A wine that reflects the relative lightness of the reds in this vintage. It has a layer of tannins, but they don't suggest aging; they are more a base for the attractive raspberry and red plum flavor, freshened by the acidity.",Roger Voss,@vossroger,wine reflect relative lightness red vintage layer tannin do not suggest age base attractive raspberry red plum flavor freshen acidity
Antonin Rodet 2013 Les Molesmes Château de Rully Premier Cru  (Rully),Antonin Rodet,2013.0,Les Molesmes Château de Rully Premier Cru,Pinot Noir,France,Burgundy,Rully,,46.0,88,"An intensely wooded wine that is dominated by dark tannins. The red berry fruit is buried under the dry spice and toast character, although at the end there is a more juicy element.",Roger Voss,@vossroger,intensely woode wine dominate dark tannin red berry fruit bury dry spice toast character although end juicy element
Bouchard Père & Fils 2013 Beaune du Château Premier Cru  (Beaune),Bouchard Père & Fils,2013.0,Beaune du Château Premier Cru,Pinot Noir,France,Burgundy,Beaune,,42.0,88,"A smooth, perfumed wine, with an initial barnyard character that then softens into red fruits and soft tannins. Relatively light, going more for juiciness than weight.",Roger Voss,@vossroger,smooth perfume wine initial barnyard character soften red fruit soft tannin relatively light go juiciness weight
Chartron et Trébuchet 2018 Le Gresigny Premier Cru  (Rully),Chartron et Trébuchet,2018.0,Le Gresigny Premier Cru,Chardonnay,France,Burgundy,Rully,,,89,"A fine, smooth, wood-aged wine that already shows good balance between creamy toast and fresh, citrus and white fruits. It is cut-through with youthful acidity and a crisp structure, promising aging. Drink from 2020.",Roger Voss,@vossroger,fine smooth woodage wine already show good balance creamy toast fresh citrus white fruit cutthrough youthful acidity crisp structure promise age drink 2020
Domaine de Bellene 2017 Vieilles Vignes  (Saint-Romain),Domaine de Bellene,2017.0,Vieilles Vignes,Chardonnay,France,Burgundy,Saint-Romain,,43.0,89,"Recognized for its good value, Saint-Romain is particularly strong on white wines. This wine, from old vines, shows some concentration and rich fruits that are balanced by toast flavors. It is a ripe wine with a strongly refreshing feel at the end.",Roger Voss,@vossroger,recognize good value saintromain particularly strong white wine wine old vine show concentration rich fruit balance toast flavor ripe wine strongly refreshing feel end
Domaine Vincent Girardin 2017 Les Vieilles Vignes  (Pouilly-Fuissé),Domaine Vincent Girardin,2017.0,Les Vieilles Vignes,Chardonnay,France,Burgundy,Pouilly-Fuissé,,33.0,89,"This is a ripe wine, full of apple and apricot fruit with a strong citrus line. A touch of minerality adds tangy texture and gives this rich wine plenty of life and freshness. Drink from 2019.",Roger Voss,@vossroger,ripe wine full apple apricot fruit strong citrus line touch minerality add tangy texture give rich wine plenty life freshness drink 2019
Evening Land 2017 Château de Bligny  (Côte de Nuits-Villages),Evening Land,2017.0,Château de Bligny,Pinot Noir,France,Burgundy,Côte de Nuits-Villages,,27.0,86,"Lightly tannic and attractively fruity, it's ready to drink. It has a soft structure, red fruits and a finish that is full of bright acidity.",Roger Voss,@vossroger,lightly tannic attractively fruity ready drink soft structure red fruit finish full bright acidity
Château Vitallis 2014 Vieilles Vignes  (Pouilly-Fuissé),Château Vitallis,2014.0,Vieilles Vignes,Chardonnay,France,Burgundy,Pouilly-Fuissé,,47.0,90,"Ripe, soft, with just the right amount of fresh acidity. The wine has a bright texture, crispness, rounded out by pear flavors, topped with cream.",Roger Voss,@vossroger,ripe soft right amount fresh acidity wine bright texture crispness round pear flavor top cream
Domaine Corine Perchaud 2014 Vaucoupin Premier Cru  (Chablis),Domaine Corine Perchaud,2014.0,Vaucoupin Premier Cru,Chardonnay,France,Burgundy,Chablis,,,90,"Soft, rounded, broadened by a touch of toast, this is a ripe and honeyed wine, the acidity very present, balanced by intense pear and grapefruit flavors.",Roger Voss,@vossroger,soft rounded broaden touch toast ripe honey wine acidity present balanced intense pear grapefruit flavor
Pierre Vessigaud 2014 Vieilles Vignes  (Pouilly-Fuissé),Pierre Vessigaud,2014.0,Vieilles Vignes,Chardonnay,France,Burgundy,Pouilly-Fuissé,,37.0,90,"Good wood, spice, ripe plum juice and balanced acidity. This is a wine with potential, balanced and rich.",Roger Voss,@vossroger,good wood spice ripe plum juice balance acidity wine potential balanced rich
Louis Latour 2017  Chambolle-Musigny,Louis Latour,2017.0,,Pinot Noir,France,Burgundy,Chambolle-Musigny,,57.0,89,"This is a beautiful, rounded and soft wine with sweet fruits and gentle tannins. Embedded in the intense fruitiness, a solid structure will help the wine age. Drink from 2020.",Roger Voss,@vossroger,beautiful rounded soft wine sweet fruit gentle tannin embed intense fruitiness solid structure help wine age drink 2020
Louis Latour 2017 Ile de Vergelesses Premier Cru  (Pernand-Vergelesses),Louis Latour,2017.0,Ile de Vergelesses Premier Cru,Pinot Noir,France,Burgundy,Pernand-Vergelesses,,43.0,89,"In this ripe wine, solid tannins are attractively balanced with red fruits. It does have a cool character from the vineyard, showing structure as well as delicious fruitiness. Drink from 2020.",Roger Voss,@vossroger,ripe wine solid tannin attractively balanced red fruit cool character vineyard show structure well delicious fruitiness drink 2020
Chanson Père et Fils 2017  Gevrey-Chambertin,Chanson Père et Fils,2017.0,,Pinot Noir,France,Burgundy,Gevrey-Chambertin,,29.0,89,"From vines close to the premier crus, this is firm and solid while generous. It conveys power and structure along with a more delicious, perfumed side. Drink from 2021.",Roger Voss,@vossroger,vine close premier crus firm solid generous convey power structure along delicious perfume side drink 2021
Domaine Faiveley 2017 Clos du Roy Premier Cru  (Mercurey),Domaine Faiveley,2017.0,Clos du Roy Premier Cru,Pinot Noir,France,Burgundy,Mercurey,,43.0,89,"Faiveley possesses a considerable domaine in Mercurey, including vines in this premier cru. It is ripe and rounded, with jammy fruits and soft tannins. Plenty of acidity enhances red berry fruitiness and the full-bodied feel. Drink from 2019.",Roger Voss,@vossroger,faiveley possess considerable domaine mercurey include vines premier cru ripe round jammy fruit soft tannin plenty acidity enhance red berry fruitiness fullbodie feel drink 2019
Domaine Jean Petitot et Fils 2017 Les Pimentiers  (Savigny-lès-Beaune),Domaine Jean Petitot et Fils,2017.0,Les Pimentiers,Pinot Noir,France,Burgundy,Savigny-lès-Beaune,,37.0,89,"Firm tannins don't completely hide the bright red berry flavors of this full wine. Red cherries dominate, giving a broad feeling even while the tannic structure is still in charge. Good acidity at the end adds to the sense of aging potential. Drink from 2021.",Roger Voss,@vossroger,firm tannin do not completely hide bright red berry flavor full wine red cherry dominate give broad feeling even tannic structure still charge good acidity end add sense age potential drink 2021
Domaine Perraud 2018  Mâcon La Roche Vineuse,Domaine Perraud,2018.0,,Chardonnay,France,Burgundy,Mâcon La Roche Vineuse,,29.0,89,"Rich and rounded, it's full of ripe yellow fruits cut through with fresh acidity. Broad and well-balanced, it's ready to drink, but will be better at the end of 2018.",Roger Voss,@vossroger,rich round full ripe yellow fruit cut fresh acidity broad wellbalance ready drink well end 2018
Domaine Drouhin-Laroze 2016  Chambertin Clos de Bèze,Domaine Drouhin-Laroze,2016.0,,Pinot Noir,France,Burgundy,Chambertin Clos de Bèze,,,94,"Powerful while still fruity, this shows acidity and notes of ripe black cherry and spice. Very structured and solid, this complete, tannin-packed wine is definitely for long-term aging.",Roger Voss,@vossroger,powerful still fruity show acidity note ripe black cherry spice structure solid complete tanninpacked wine definitely longterm age
Domaine Jean-Paul et Benoît Droin 2016 Valmur Grand Cru  (Chablis),Domaine Jean-Paul et Benoît Droin,2016.0,Valmur Grand Cru,Chardonnay,France,Burgundy,Chablis,,61.0,94,"This is beautifully rich and powerful, with tropical fruit flavors and a hint of wood. It has enormous concentration of sweet, ripe white and yellow fruits, balanced by the sharp cut of acidity.",Roger Voss,@vossroger,beautifully rich powerful tropical fruit flavor hint wood enormous concentration sweet ripe white yellow fruit balance sharp cut acidity
Domaine Vincent Girardin 2016 Les Folatières Premier Cru  (Puligny-Montrachet),Domaine Vincent Girardin,2016.0,Les Folatières Premier Cru,Chardonnay,France,Burgundy,Puligny-Montrachet,,74.0,94,"Perfumed, floral and ageworthy, this combines a taut texture with a toast note, showing great depth of flavor. The line of pure green and white fruit is very apparent. On the finish, bright acidity matches the great fruitiness.",Roger Voss,@vossroger,perfume floral ageworthy combine taut texture toast note show great depth flavor line pure green white fruit apparent finish bright acidity match great fruitiness
La Chablisienne 2015 Château Grenouilles Grand Cru  (Chablis),La Chablisienne,2015.0,Château Grenouilles Grand Cru,Chardonnay,France,Burgundy,Chablis,,86.0,94,"The vines here have produced a 2013 that is hugely ripe, rounded and concentrated. With its sweet wood and vanilla flavors, with balancing apple and apricot fruits, it's a wine for pleasure soon, but it will also age.",Roger Voss,@vossroger,vine produce 2013 hugely ripe round concentrated sweet wood vanilla flavor balance apple apricot fruit wine pleasure soon also age
Domaine Faiveley 2016 Clos des Cortons Faiveley  (Corton),Domaine Faiveley,2016.0,Clos des Cortons Faiveley,Pinot Noir,France,Burgundy,Corton,,158.0,94,"It's rare in Burgundy that a producer can add his name to a vineyard, but Faiveley's tradition goes back at least a century. This is huge and dense; the notes of spice, sweet black plum and acidity are all comfortably balanced with the powerful tannic structure. This needs at least seven years of aging.",Roger Voss,@vossroger,rare burgundy producer add name vineyard faiveley tradition go back least century huge dense note spice sweet black plum acidity comfortably balance powerful tannic structure need least seven year age
Domaine Jean-Paul et Benoît Droin 2016 Grenouilles Grand Cru  (Chablis),Domaine Jean-Paul et Benoît Droin,2016.0,Grenouilles Grand Cru,Chardonnay,France,Burgundy,Chablis,,68.0,94,"Firm and closed, this shows both richness and minerality. It has hidden power, concentration and a steely edge. It's crisp and densely packed with minerality and ripeness. For aging over at least seven years.",Roger Voss,@vossroger,firm close show richness minerality hide power concentration steely edge crisp densely pack minerality ripeness aging least seven year
Domaine Vincent Girardin 2016  Charmes-Chambertin,Domaine Vincent Girardin,2016.0,,Pinot Noir,France,Burgundy,Charmes-Chambertin,,104.0,94,"Big and concentrated, this is packed with tannins and solid dark fruits. It's powerful with a dark plum flavor and an impressive density of texture. Give it at least 7–10 years.",Roger Voss,@vossroger,big concentrated pack tannin solid dark fruit powerful dark plum flavor impressive density texture give least 7–10 year
Domaine Vincent Girardin 2016  Echézeaux,Domaine Vincent Girardin,2016.0,,Pinot Noir,France,Burgundy,Echézeaux,,112.0,94,"Firmly tannic and powerful, this is dominated by a plum skin texture and a spice note. It's dense and rich, with a dry structure and the acidity of the vintage showing on the finish.",Roger Voss,@vossroger,firmly tannic powerful dominate plum skin texture spice note dense rich dry structure acidity vintage showing finish
Domaines Devillard 2016 Domaine des Perdrix  (Echézeaux),Domaines Devillard,2016.0,Domaine des Perdrix,Pinot Noir,France,Burgundy,Echézeaux,,146.0,94,"This has all the elements—fruit, tannin, acidity and wood, with powerful weight and concentration. Let this age for at least eight years; this is going to be impressive.",Roger Voss,@vossroger,element — fruit tannin acidity wood powerful weight concentration let age least eight year go impressive
La Chablisienne 2015 Les Preuses Grand Cru  (Chablis),La Chablisienne,2015.0,Les Preuses Grand Cru,Chardonnay,France,Burgundy,Chablis,,70.0,93,"From this rich vintage comes this delicious, open wine. Flavors of tropical fruit and peach create an opulent and generous feel, with notes from having aged in wood offering complexity. It's concentrated and ageworthy, worth keeping for 4–5 years and more.",Roger Voss,@vossroger,rich vintage come delicious open wine flavor tropical fruit peach create opulent generous feel note aged wood offer complexity concentrate ageworthy worth keep 4–5 year
Boutinot 2021 Domaine des Terreaux  (Bourgogne),Boutinot,2021.0,Domaine des Terreaux,Chardonnay,France,Burgundy,Bourgogne,,17.0,87,"This soft wine is ripe and creamy. With fruit mainly from the southern Burgundy, it offers warm apricot and spice flavors. As a contrast, the zesty texture adds a crisp aftertaste. Drink now.",Roger Voss,@vossroger,soft wine ripe creamy fruit mainly southern burgundy offer warm apricot spice flavors contrast zesty texture add crisp aftertaste drink
Château de Lavernette 2021 Cuvée Jean-Jacques de Boissieu  (Pouilly-Fuissé),Château de Lavernette,2021.0,Cuvée Jean-Jacques de Boissieu,Chardonnay,France,Burgundy,Pouilly-Fuissé,,26.0,87,Ripe tropical fruits permeate this ready-to-drink wine. Pineapple and mango flavors have just enough acidity to keep this generous wine crisp. Drink now.,Roger Voss,@vossroger,ripe tropical fruit permeate readytodrink wine pineapple mango flavor enough acidity keep generous wine crisp drink
Domaine Saumaize-Michelin 2021 Creches  (Saint-Véran),Domaine Saumaize-Michelin,2021.0,Creches,Chardonnay,France,Burgundy,Saint-Véran,,,87,"This is a lively, ripe wine. Peach and apricot fruits are laced with spice and acidity. Rich and fruity, it has a tropical, warm feel, a product of the ripe vintage. Drink now.",Roger Voss,@vossroger,lively ripe wine peach apricot fruit laced spice acidity rich fruity tropical warm feel product ripe vintage drink
Raphael Sallet 2022  Mâcon-Uchizy,Raphael Sallet,2022.0,,Chardonnay,France,Burgundy,Mâcon-Uchizy,,16.0,87,"Tight and nervy, this wine is still finding its future. White fruits under the mineral texture promise an attractive wine with a rich backdrop of citrus in the next months. Drink from 2022.",Roger Voss,@vossroger,tight nervy wine still find future white fruit mineral texture promise attractive wine rich backdrop citrus next month drink 2022
L. Tramier & Fils 2018 Collection  (Chambolle-Musigny),L. Tramier & Fils,2018.0,Collection,Pinot Noir,France,Burgundy,Chambolle-Musigny,,72.0,87,This is a soft wine with red-berry fruits and only light acidity. Its tannins and perfumed fruitiness are now mature. The aftertaste is elegant and easy. Drink now.,Roger Voss,@vossroger,soft wine redberry fruit light acidity tannin perfume fruitiness mature aftertaste elegant easy drink
L. Tramier & Fils 2021 Collection  (Pouilly-Fuissé),L. Tramier & Fils,2021.0,Collection,Chardonnay,France,Burgundy,Pouilly-Fuissé,,28.0,87,"Apricot and peach fruits dominate this creamy, soft wine. It's smooth, lightly toasty and ready to drink.",Roger Voss,@vossroger,apricot peach fruit dominate creamy soft wine smooth lightly toasty ready drink
Trenel Fils 2018 Hommage à André Trénel  (Saint-Véran),Trenel Fils,2018.0,Hommage à André Trénel,Chardonnay,France,Burgundy,Saint-Véran,,28.0,88,"A fruity wine, it also has some structure. Ripe yellow and pineapple fruit flavors are laced with acidity, an apple skin texture and lemon zest. It feels rich and generous, a wine to age for a couple of years.",Roger Voss,@vossroger,fruity wine also structure ripe yellow pineapple fruit flavor lace acidity apple skin texture lemon zest feel rich generous wine age couple year
Chartron et Trébuchet 2018  Pouilly-Fuissé,Chartron et Trébuchet,2018.0,,Chardonnay,France,Burgundy,Pouilly-Fuissé,,,87,"This is a full wine, with rich flavors and a light, fruity structure. The wine has tastes of apricot, citrus and creamed pear, backed up by toast and acidity. Already balanced, it's a wine to drink until 2022.",Roger Voss,@vossroger,full wine rich flavor light fruity structure wine taste apricot citrus creamed pear back toast acidity already balance wine drink 2022
Domaine Luc et Lise Pavelot 2017  Corton,Domaine Luc et Lise Pavelot,2017.0,,Pinot Noir,France,Burgundy,Corton,,74.0,94,"Still so young, the wine is tight at this stage. It has dark stone fruits and dense tannins along with a lightness of red berry fruits. Power and structure as well as a smoky character from 50% new wood aging.",Roger Voss,@vossroger,still young wine tight stage dark stone fruit dense tannin along lightness red berry fruit power structure well smoky character 50 new wood age
Domaine Nicolas Rossignol 2017 Roncerets Premier Cru  (Volnay),Domaine Nicolas Rossignol,2017.0,Roncerets Premier Cru,Pinot Noir,France,Burgundy,Volnay,,,94,"Tight blackberry and blueberry flavors give this wine a stalky, fruity character at the start. It's still very young, very textured, mineral and chewy. Underneath there is a more juicy fruit with a touch of herbal acidity at the end.",Roger Voss,@vossroger,tight blackberry blueberry flavor give wine stalky fruity character start still young textured mineral chewy underneath juicy fruit touch herbal acidity end
Jean-Luc and Paul Aegerter 2017  Corton-Charlemagne,Jean-Luc and Paul Aegerter,2017.0,,Chardonnay,France,Burgundy,Corton-Charlemagne,,195.0,94,"Big and rich, this is a broad, open version of Corton-Charlemagne, a powerhouse of ripe white and yellow fruits. It seems initially without enough depth, a product of its youth, then gradually the ripe structure shows through, promising aging over 6–7 years.",Roger Voss,@vossroger,big rich broad open version cortoncharlemagne powerhouse ripe white yellow fruit seem initially without enough depth product youth gradually ripe structure show promise age 6–7 year
Domaine Marc Roy 2017 Cuvée Alexandrine  (Gevrey-Chambertin),Domaine Marc Roy,2017.0,Cuvée Alexandrine,Pinot Noir,France,Burgundy,Gevrey-Chambertin,,77.0,94,"This wine has great power and so much complexity, with layer upon layer of fruit and structure. Black fruits give way to a dry, firm end, promising considerable aging.",Roger Voss,@vossroger,wine great power much complexity layer upon layer fruit structure black fruit give way dry firm end promise considerable aging
